n-gram	total_score	total_occurrences	average_score
including 11	1.2	1	1.2
11 senior	1.2	1	1.2
senior officers,	1.2	1	1.2
officers, responsible	1.2	1	1.2
for security	1.2	1	1.2
the bombings.	1.2	1	1.2
South Korea,	0.6	1	0.6
Korea, Asia's	0.6	1	0.6
Asia's fourth-largest	0.6	1	0.6
fourth-largest oil	0.6	1	0.6
oil buyer,	0.6	1	0.6
buyer, imported	0.6	1	0.6
imported 74.3	0.6	1	0.6
74.3 million	0.6	1	0.6
million barrels	0.6	1	0.6
barrels of	0.6	1	0.6
of crude	0.6	1	0.6
crude oil	0.6	1	0.6
oil in	0.6	1	0.6
October, 5	0.6	1	0.6
percent lower	0.6	1	0.6
year earlier,	0.6	1	0.6
earlier, today's	0.6	1	0.6
today's statement	0.6	1	0.6
statement from	0.6	1	0.6
the Korean	0.6	1	0.6
Korean ministry	0.6	1	0.6
That alone	-1.2	1	-1.2
Back then,	-0.4	1	-0.4
then, many	-0.4	1	-0.4
many trips	-0.4	1	-0.4
trips took	-0.4	1	-0.4
took two	-0.4	1	-0.4
hours each	-0.4	1	-0.4
each way.	-0.4	1	-0.4
English teacher	1.4	1	1.4
teacher Jessica	1.4	1	1.4
Jessica Price,	1.4	1	1.4
Price, who	1.4	1	1.4
victim and	1.4	1	1.4
the arrested	1.4	1	1.4
arrested suspects,	1.4	1	1.4
suspects, said	1.4	1	1.4
girl has	1.4	1	1.4
helped in	1.4	1	1.4
in conflict-mediation	1.4	1	1.4
conflict-mediation groups.	1.4	1	1.4
I pay	1.0	1	1.0
pay no	1.0	1	1.0
no attention	1.0	1	1.0
to race,	1.0	1	1.0
race, said	1.0	1	1.0
said Buckner,	1.0	1	1.0
Buckner, an	1.0	1	1.0
an African-American.	1.0	1	1.0
Back in	1.0	1	1.0
in 1963,	1.0	1	1.0
1963, a	1.0	1	1.0
sitcom named	1.0	1	1.0
"named ""The"	1.0	1	1.0
"""The Patty"	1.8	2	0.9
Patty Duke	1.8	2	0.9
"Duke Show"""	1.8	2	0.9
"Show"" defined"	1.0	1	1.0
defined what	1.0	1	1.0
could be.	1.0	1	1.0
In Britain,	1.8	1	1.8
Britain, vaccination	1.8	1	1.8
vaccination is	1.8	1	1.8
focus initially	1.8	1	1.8
initially on	1.8	1	1.8
on children	1.8	1	1.8
children aged	1.8	1	1.8
aged 10	1.8	1	1.8
Nealey, who	0.8	1	0.8
who claimed	0.8	1	0.8
claimed 46	0.8	1	0.8
46 percent	0.8	1	0.8
against Bill	0.8	1	0.8
Grant in	0.8	1	0.8
2008 general	0.8	1	0.8
election, says	0.8	1	0.8
he's willing	0.8	1	0.8
willing and	0.8	1	0.8
and able	0.8	1	0.8
with Democrats	0.8	1	0.8
Democrats if	0.8	1	0.8
if elected.	0.8	1	0.8
officials say	-0.2	1	-0.2
could increase	-0.2	1	-0.2
of subsidized	-0.2	1	-0.2
insurance significantly.	-0.2	1	-0.2
main characters	0.4	1	0.4
characters at	0.4	3	0.13333333333333333
at McKinley	0.4	1	0.4
McKinley High	0.4	1	0.4
School are	0.4	1	0.4
are struggling	0.4	1	0.4
struggling not	0.4	1	0.4
be reduced	0.4	1	0.4
two bookends,	0.4	1	0.4
bookends, either	0.4	1	0.4
the artsy	0.4	1	0.4
artsy Cathy	0.4	1	0.4
Cathy or	0.2	2	0.1
the gregarious	0.4	1	0.4
gregarious Patty.	0.4	1	0.4
sound of	1.4	1	1.4
collapse was	1.4	1	1.4
was indescribable.	1.4	1	1.4
will sustain	1.0	1	1.0
sustain its	1.0	1	1.0
its economic	1.0	1	1.0
economic rebound	1.0	1	1.0
rebound this	1.0	1	1.0
this quarter	1.0	1	1.0
quarter and	1.0	1	1.0
to top	1.0	1	1.0
government's 8	1.0	1	1.0
percent target	1.0	1	1.0
target for	1.0	1	1.0
for 2009,	1.0	1	1.0
Oct. 30.	1.0	1	1.0
The Naxalite	0.0	1	0.0
Naxalite activities	0.0	1	0.0
activities have	0.0	1	0.0
have increased.	0.0	1	0.0
increased. They	0.0	1	0.0
their meetings	0.0	1	0.0
meetings in	0.0	1	0.0
village. They	0.0	1	0.0
people they	0.0	1	0.0
to fight.	0.0	1	0.0
fight. The	0.0	1	0.0
here do	0.0	1	0.0
not vote	0.0	1	0.0
vote out	0.0	1	0.0
of fear.	0.0	1	0.0
natural collection	1.0	1	1.0
collection place	1.0	1	1.0
for oil,	1.0	1	1.0
oil, and	1.0	1	1.0
and (National	1.0	1	1.0
(National Weather	1.0	1	1.0
Weather Service)	1.0	1	1.0
Service) trajectories	1.0	1	1.0
trajectories showed	1.0	1	1.0
a target,	1.0	1	1.0
target, said	1.0	1	1.0
said Deb	1.0	1	1.0
Deb Self,	1.0	1	1.0
Self, executive	1.0	1	1.0
for San	1.0	1	1.0
Francisco Baykeeper.	1.0	1	1.0
a flying	0.6	1	0.6
flying one-day	0.6	1	0.6
visit across	0.6	1	0.6
East, President	0.6	1	0.6
Barack Obama's	0.6	1	0.6
Obama's secretary	0.6	1	0.6
state appeared	0.6	1	0.6
complete what	0.6	1	0.6
in emphasis	0.6	1	0.6
emphasis from	0.6	1	0.6
new U.S.	0.6	1	0.6
U.S. administration,	0.6	1	0.6
administration, which	0.6	1	0.6
office this	0.6	1	0.6
year strongly	0.6	1	0.6
strongly endorsed	0.6	1	0.6
endorsed Palestinian	0.6	1	0.6
Palestinian demands	0.6	1	0.6
demands that	0.6	1	0.6
all Jewish	0.6	1	0.6
Jewish settlement	0.39999999999999997	2	0.19999999999999998
settlement must	0.6	1	0.6
be halted.	0.6	1	0.6
to vaccinate	0.8	1	0.8
vaccinate children	0.8	1	0.8
children was	0.8	1	0.8
was backed	0.8	1	0.8
Royal College	0.8	1	0.8
College of	0.8	1	0.8
General Practitioners.	0.8	1	0.8
We feel	-0.4	1	-0.4
more competitive	-0.4	1	-0.4
competitive in	-0.4	1	-0.4
these areas.	-0.4	1	-0.4
Driving around	1.0	1	1.0
around southeast	1.0	1	1.0
southeast Nigeria,	1.0	1	1.0
Nigeria, examples	1.0	1	1.0
examples of	1.0	1	1.0
of soil	1.0	1	1.0
soil erosion	1.0	1	1.0
erosion at	1.0	1	1.0
worst are	1.0	1	1.0
common sight.	1.0	1	1.0
family last	-0.6	1	-0.6
last spoke	-0.6	1	-0.6
their son	-0.6	1	-0.6
son Wednesday	-0.6	1	-0.6
Wednesday by	-0.6	1	-0.6
by phone.	-0.6	1	-0.6
didn't pay	-0.2	1	-0.2
pay what	-0.2	1	-0.2
value was	-0.2	1	-0.2
was worth	-0.2	1	-0.2
worth on	-0.2	1	-0.2
particular car.	-0.2	1	-0.2
car. If	-0.2	1	-0.2
wanted it,	-0.2	1	-0.2
it, he	-0.2	1	-0.2
he bought	-0.2	1	-0.2
bought it.	-0.2	1	-0.2
He earlier	0.6	1	0.6
earlier went	0.6	1	0.6
a 16-yard	0.6	1	0.6
16-yard touchdown	0.6	1	0.6
touchdown run	0.6	1	0.6
run that	0.6	1	0.6
that began	0.6	1	0.6
began with	2.2	2	1.1
him running	0.6	1	0.6
running smack	0.6	1	0.6
smack into	0.6	1	0.6
two linebackers	0.6	1	0.6
linebackers before	0.6	1	0.6
before spinning	0.6	1	0.6
spinning around,	0.6	1	0.6
around, leaving	0.6	1	0.6
the would-be	0.6	1	0.6
would-be tacklers	0.6	1	0.6
tacklers colliding	0.6	1	0.6
colliding and	0.6	1	0.6
and grasping	0.6	1	0.6
grasping for	0.6	1	0.6
for air	0.6	1	0.6
air as	0.6	1	0.6
as Tate	0.6	1	0.6
Tate dashed	0.6	1	0.6
dashed to	0.6	1	0.6
end zone.	0.6	1	0.6
a joyous	0.0	1	0.0
joyous milestone,	0.0	1	0.0
milestone, the	0.0	1	0.0
race reminded	0.0	1	0.0
reminded Arreola	0.0	1	0.0
Arreola how	0.0	1	0.0
much vibrancy	0.0	1	0.0
vibrancy had	0.0	1	0.0
been taken	0.0	1	0.0
taken from	0.0	1	0.0
from him.	0.0	1	0.0
serious but	0.4	1	0.4
but stable	0.4	1	0.4
stable condition,	0.4	1	0.4
condition, police	0.4	1	0.4
Mr. Qian	2.8	2	1.4
Qian used	1.4	1	1.4
hold academic	1.4	1	1.4
academic seminars	1.4	1	1.4
seminars for	1.4	1	1.4
for us.	1.4	1	1.4
us. We	1.4	1	1.4
We exchanged	1.4	1	1.4
exchanged scientific	1.4	1	1.4
scientific ideas	1.4	1	1.4
and wrote	1.4	1	1.4
wrote articles	1.4	1	1.4
articles together.	1.4	1	1.4
together. The	1.4	1	1.4
we worked	1.4	1	1.4
great influence	1.4	1	1.4
on us,	1.4	1	1.4
us, Yu	1.4	1	1.4
Yu Jingyuan,	1.4	1	1.4
Jingyuan, a	1.4	1	1.4
senior researcher	1.4	1	1.4
researcher with	1.4	1	1.4
the China	1.4	1	1.4
China Aerospace	1.4	1	1.4
Aerospace Science	1.4	1	1.4
Technology Corporation	1.4	1	1.4
Corporation told	1.4	1	1.4
told Xinhua	1.4	1	1.4
Xinhua Saturday	1.4	1	1.4
afternoon on	1.4	1	1.4
on hearing	1.4	1	1.4
His windows	0.6	1	0.6
windows still	0.6	1	0.6
still bear	0.6	1	0.6
bear masking	0.6	1	0.6
masking tape	0.6	1	0.6
tape X's,	0.6	1	0.6
X's, to	0.6	1	0.6
from shattering	0.6	1	0.6
shattering easily.	0.6	1	0.6
Switzerland has	0.4	1	0.4
the poster	0.4	1	0.4
poster child	0.4	1	0.4
for financial	0.4	1	0.4
financial secrecy	0.4	1	0.4
secrecy over	0.4	1	0.4
We had	1.6	2	0.8
a mutual	0.8	1	0.8
mutual understanding	0.8	1	0.8
all understood	0.8	1	0.8
understood clearly,	0.8	1	0.8
clearly, even	0.8	1	0.8
in writing,	0.8	1	0.8
writing, says	0.8	1	0.8
says Yuan,	0.8	1	0.8
Yuan, who	0.8	1	0.8
who credited	0.8	1	0.8
credited ancient	0.8	1	0.8
ancient Chinese	0.8	1	0.8
Chinese military	0.8	1	0.8
military strategies	0.8	1	0.8
strategies for	0.8	1	0.8
for shaping	0.8	1	0.8
shaping the	0.8	1	0.8
the tactics.	0.8	1	0.8
the rowing	-1.4	1	-1.4
rowing gets	-1.4	1	-1.4
gets tough,	-1.4	1	-1.4
tough, the	-1.4	1	-1.4
boat goes	-1.4	1	-1.4
goes silent.	-1.4	1	-1.4
Employers in	2.0	1	2.0
U.S. kept	2.0	1	2.0
kept cutting	2.0	1	2.0
cutting jobs	2.0	1	2.0
manufacturing picked	2.0	1	2.0
picked up,	2.0	1	2.0
up, pointing	2.0	1	2.0
an uneven	2.0	1	2.0
uneven economic	2.0	1	2.0
recovery that	2.0	1	2.0
encourage hiring,	2.0	1	2.0
hiring, economists	2.0	1	2.0
said before	2.0	1	2.0
before reports	2.0	1	2.0
were trying	0.2	1	0.2
create controversy.	0.2	1	0.2
controversy. Some	0.2	1	0.2
to stir	0.2	1	0.2
stir up	0.2	1	0.2
up things	0.2	1	0.2
promote themselves	0.2	1	0.2
themselves because	0.2	1	0.2
it's free	0.2	1	0.2
free publicity.	0.2	1	0.2
would be,	0.2	1	0.2
be, and	0.2	1	0.2
that reporters	0.2	1	0.2
"reporters ""would"	0.2	1	0.2
"""would have"	0.2	1	0.2
political story	0.2	1	0.2
"story Sunday."""	0.2	1	0.2
Maoists sabotaged	2.4	1	2.4
sabotaged Essar's	2.4	1	2.4
Essar's 166-mile	2.4	1	2.4
166-mile underground	2.4	1	2.4
underground pipeline,	2.4	1	2.4
pipeline, which	2.4	1	2.4
which transfers	2.4	1	2.4
transfers slurry	2.4	1	2.4
slurry from	2.4	1	2.4
India's most	2.4	1	2.4
most coveted	2.4	1	2.4
coveted iron	2.4	1	2.4
ore deposits	2.4	1	2.4
deposits to	2.4	1	2.4
Bay of	2.4	1	2.4
of Bengal.	2.4	1	2.4
other agencies	1.6	1	1.6
agencies came	1.6	1	1.6
came under	1.6	1	1.6
under attack	1.6	1	1.6
attack for	1.6	1	1.6
poor communication	1.6	1	1.6
communication and	1.6	1	1.6
and sluggish	1.6	1	1.6
sluggish response	1.6	1	1.6
that spill,	1.6	1	1.6
spill, which	1.6	1	1.6
which occurred	1.6	1	1.6
occurred two	1.6	1	1.6
had caught	-1.0	1	-1.0
caught a	-1.0	1	-1.0
a 20-foot	-1.0	1	-1.0
20-foot python.	-1.0	1	-1.0
not fighting	-0.8	1	-0.8
fighting an	-0.8	1	-0.8
an enemy	-0.8	1	-0.8
enemy here.	-0.8	1	-0.8
here. We	-0.8	1	-0.8
fighting citizens.	-0.8	1	-0.8
the interviews	1.8	1	1.8
interviews are	1.8	1	1.8
not statistically	1.8	1	1.8
statistically significant	1.8	1	1.8
significant enough	1.8	1	1.8
a meaningful	1.8	1	1.8
meaningful idea	1.8	1	1.8
play out	1.8	1	1.8
out Tuesday,	1.8	1	1.8
Tuesday, they	1.8	1	1.8
do provide	1.8	1	1.8
a voter's	1.8	1	1.8
voter's view	1.8	1	1.8
an unusual	1.8	1	1.8
unusual mayoral	1.8	1	1.8
mayoral race.	1.8	1	1.8
Crews will	2.0	1	2.0
will search	2.0	1	2.0
search the	2.0	1	2.0
the Pacific's	2.0	1	2.0
Pacific's chilly	2.0	1	2.0
chilly waters	2.0	1	2.0
waters overnight	2.0	1	2.0
overnight for	2.0	1	2.0
lost two	2.0	1	2.0
Corps helicopter	2.0	1	2.0
plane crashed	2.0	1	2.0
crashed in	2.0	1	2.0
in midair,	2.0	1	2.0
midair, though	2.0	1	2.0
though hope	2.0	1	2.0
finding survivors	2.0	1	2.0
survivors fades	2.0	1	2.0
fades with	2.0	1	2.0
each hour,	2.0	1	2.0
hour, a	2.0	1	2.0
Guard commander	2.0	1	2.0
commander said	2.0	1	2.0
new fix	-0.2	1	-0.2
fix isn't	-0.2	1	-0.2
vast departure	-0.2	1	-0.2
original design;	-0.2	1	-0.2
design; rather,	-0.2	1	-0.2
rather, it	-0.2	1	-0.2
it includes	-0.2	1	-0.2
includes modifications	-0.2	1	-0.2
modifications designed	-0.2	1	-0.2
brace from	-0.2	1	-0.2
from jiggling	-0.2	1	-0.2
jiggling around.	-0.2	1	-0.2
was appointed,	-0.2	1	-0.2
"appointed, ""People"	-0.2	1	-0.2
"""People said,"	-0.2	1	-0.2
said, 'He's	-0.2	1	-0.2
'He's the	-0.2	1	-0.2
the 60th	-0.2	1	-0.2
60th vote.'	-0.2	1	-0.2
vote.' It	-0.2	1	-0.2
difference -	-0.2	1	-0.2
other 59	-0.2	1	-0.2
59 are	-0.2	1	-0.2
"in place,"""	-0.2	1	-0.2
"place,"" Kirk"	-0.2	1	-0.2
Dalai Lama's	0.4	1	0.4
Lama's criticism	0.4	1	0.4
criticism came	0.4	1	0.4
question from	0.4	1	0.4
the Xinhua	0.4	1	0.4
Xinhua agency	0.4	1	0.4
agency -	1.2000000000000002	2	0.6000000000000001
official news	0.4	1	0.4
agency of	0.4	1	0.4
Chinese government.	0.4	1	0.4
much potential	1.6	1	1.6
potential in	1.6	1	1.6
the files,	1.6	1	1.6
files, to	1.6	1	1.6
to whom,	1.6	1	1.6
whom, and	1.6	1	1.6
for historians	1.6	1	1.6
historians in	1.6	1	1.6
in later	1.6	1	1.6
later years	1.6	1	1.6
a totalitarian	1.6	1	1.6
totalitarian regime	1.6	1	1.6
regime comes	1.6	1	1.6
comes about	1.6	1	1.6
first place.	1.6	1	1.6
All three	1.6	1	1.6
three House	1.6	1	1.6
House positions	1.6	1	1.6
positions represent	1.6	1	1.6
represent districts	1.6	1	1.6
districts east	1.6	1	1.6
east of	1.6	1	1.6
the Cascades,	1.6	1	1.6
Cascades, and	1.6	1	1.6
and each	1.6	1	1.6
each was	1.6	1	1.6
was vacated	1.6	1	1.6
vacated before	1.6	1	1.6
previous occupant's	1.6	1	1.6
occupant's term	1.6	1	1.6
term expired	1.6	1	1.6
expired -	1.6	1	1.6
two by	1.6	1	1.6
by deaths,	1.6	1	1.6
deaths, and	1.6	1	1.6
a promotion.	1.6	1	1.6
the irony	-0.8	1	-0.8
had asked	-0.8	1	-0.8
asked Doc	-0.8	1	-0.8
Doc Rivers,	-0.8	1	-0.8
Rivers, Pierce	-0.8	1	-0.8
Pierce wasn't	-0.8	1	-0.8
wasn't even	-0.8	1	-0.8
best player	-0.8	1	-0.8
the floor.	-0.8	1	-0.8
'At the	0.8	1	0.8
moment I	0.8	1	0.8
police reports.	0.8	1	0.8
reports. We	0.8	1	0.8
a CT	0.8	1	0.8
CT scan.	0.8	1	0.8
scan. From	0.8	1	0.8
the external	0.8	1	0.8
external exam,	0.8	1	0.8
exam, I	0.8	1	0.8
saw injuries	0.8	1	0.8
injuries on	0.8	1	0.8
neck but	0.8	1	0.8
but these	1.6	2	0.8
these were	0.8	1	0.8
not due	0.8	1	0.8
to strangulation.'	0.8	1	0.8
no Mississippi.	-2.4	1	-2.4
Total U.S.	1.0	1	1.0
U.S. deposits	1.0	1	1.0
deposits of	1.0	1	1.0
of non-residents	1.0	1	1.0
non-residents rose	1.0	1	1.0
rose from	1.0	1	1.0
from about	1.0	1	1.0
about $1	1.0	1	1.0
2001 to	1.0	1	1.0
to $2.6	1.0	1	1.0
About 75	0.6	1	0.6
75 percent	0.6	1	0.6
members voting	0.6	1	0.6
voting nationwide	0.6	1	0.6
nationwide rejected	0.6	1	0.6
deal, one	0.6	1	0.6
people said.	0.6	1	0.6
then there's	0.8	1	0.8
there's [the	0.8	1	0.8
[the question	0.8	1	0.8
question of]	0.8	1	0.8
of] who	0.8	1	0.8
who picks	0.8	1	0.8
the tab	0.8	1	0.8
tab for	0.8	1	0.8
exceeding those	0.8	1	0.8
those minimums.	0.8	1	0.8
But we've	0.8	1	0.8
got every	0.8	1	0.8
every reason	0.8	1	0.8
proud about	0.8	1	0.8
about German	0.8	1	0.8
German reunification.	0.8	1	0.8
areas they	1.6	1	1.6
they built	1.6	1	1.6
built dams,	1.6	1	1.6
dams, including	1.6	1	1.6
great Marib	1.6	1	1.6
Marib dam	1.6	1	1.6
dam in	1.6	1	1.6
in northern	1.6	1	1.6
northern Yemen,	1.6	1	1.6
Yemen, which	1.6	1	1.6
which lasted	1.6	1	1.6
lasted for	1.6	1	1.6
1,000 years	1.6	1	1.6
years until	1.6	1	1.6
it collapsed	1.6	1	1.6
sixth century	1.6	1	1.6
century A.D.	1.6	1	1.6
She hoped	0.6	1	0.6
that lessons	0.6	1	0.6
lessons would	0.6	1	0.6
be learned	0.6	1	0.6
learned from	2.2	2	1.1
from Nutt's	0.6	1	0.6
Nutt's forced	0.6	1	0.6
forced resignation.	0.6	1	0.6
he added:	0.8	1	0.8
"added: ""I"	0.8	1	0.8
"""I think"	0.8	1	0.8
has lacked	0.8	1	0.8
lacked courage	0.8	1	0.8
courage in	0.8	1	0.8
in backing	0.8	1	0.8
backing David's	0.8	1	0.8
David's committee's	0.8	1	0.8
"committee's advice."""	0.8	1	0.8
were once	1.2	1	1.2
once dismissed	1.2	1	1.2
dismissed as	1.2	1	1.2
a ragtag	1.2	1	1.2
ragtag band	1.2	1	1.2
band of	1.2	1	1.2
of outdated	1.2	1	1.2
outdated ideologues,	1.2	1	1.2
ideologues, Indian	1.2	1	1.2
Indian leaders	1.2	1	1.2
leaders are	1.2	1	1.2
now preparing	1.2	1	1.2
deploy nearly	1.2	1	1.2
nearly 70,000	1.2	1	1.2
70,000 paramilitary	1.2	1	1.2
officers for	1.2	1	1.2
a prolonged	1.2	1	1.2
prolonged counterinsurgency	1.2	1	1.2
counterinsurgency campaign	1.2	1	1.2
to hunt	1.2	1	1.2
hunt down	1.2	1	1.2
the guerrillas	1.2	1	1.2
guerrillas in	1.2	1	1.2
country's most	1.2	1	1.2
most rugged,	1.2	1	1.2
rugged, isolated	1.2	1	1.2
isolated terrain.	1.2	1	1.2
Keith Vaz,	1.0	1	1.0
Vaz, who	1.0	1	1.0
committee, described	1.0	1	1.0
described Nutt's	1.0	1	1.0
comments as	1.0	1	1.0
"as ""unwise""."	1.0	1	1.0
Politicians from	1.4	1	1.4
other parties	1.4	1	1.4
parties expressed	1.4	1	1.4
expressed shock	1.4	1	1.4
shock at	1.4	1	1.4
the decision.	1.4	1	1.4
same day,	1.6	1	1.6
day, he	2.4000000000000004	2	1.2000000000000002
he met	1.6	1	1.6
country's finance	1.6	1	1.6
finance minister,	1.6	1	1.6
minister, this	1.6	1	1.6
time representing	1.6	1	1.6
representing JP	1.6	1	1.6
JP Morgan.	1.6	1	1.6
She pledged	1.2	1	1.2
large sign	1.2	1	1.2
sign if	1.2	1	1.2
Nativity is	1.2	1	1.2
is allowed	1.2	1	1.2
allowed this	1.2	1	1.2
year on	1.2	1	1.2
Capitol campus.	1.2	1	1.2
The clear	0.2	1	0.2
clear danger	0.2	1	0.2
danger of	0.2	1	0.2
of blurring	0.2	1	0.2
blurring Mr	0.2	1	0.2
Blair's political	0.4	2	0.2
commercial roles	0.2	1	0.2
roles has	0.2	1	0.2
not stopped	0.2	1	0.2
stopped him	0.2	1	0.2
him taking	0.2	1	0.2
taking on	0.2	1	0.2
on further	0.2	1	0.2
further contracts	0.2	1	0.2
contracts through	0.2	1	0.2
Associates (TBA)	0.2	1	0.2
(TBA) -	0.2	1	0.2
including some	0.2	1	0.2
some in	0.2	1	0.2
The bridge	-0.6	1	-0.6
bridge has	-0.6	1	-0.6
been closed	1.7999999999999998	2	0.8999999999999999
closed ever	-0.6	1	-0.6
ever since,	-0.6	1	-0.6
since, the	-0.6	1	-0.6
longest closure	-0.6	1	-0.6
closure since	-0.6	1	-0.6
1989 Loma	-0.6	1	-0.6
Loma Prieta	-0.6	1	-0.6
Prieta earthquake	-0.6	1	-0.6
earthquake shut	-0.6	1	-0.6
shut it	-0.6	1	-0.6
The sixty-year-old	0.2	1	0.2
sixty-year-old blind	0.2	1	0.2
blind swami	0.2	1	0.2
swami flatly	0.2	1	0.2
flatly refuses	0.2	1	0.2
to buckle	0.2	1	0.2
buckle down.	0.2	1	0.2
The ACMD	-0.4	1	-0.4
ACMD recommends	-0.4	1	-0.4
recommends that	-0.4	1	-0.4
cannabis should	0.6	2	0.3
should remain	-0.4	1	-0.4
remain as	-0.4	1	-0.4
as Class	-0.4	1	-0.4
C, and	-0.4	1	-0.4
and reports	-0.4	1	-0.4
cannabis consumption	-0.4	1	-0.4
consumption has	-0.4	1	-0.4
fallen since	-0.4	1	-0.4
since reclassification.	-0.4	1	-0.4
The Maoists,	-0.2	1	-0.2
Maoists, however,	-0.2	1	-0.2
however, do	-0.2	1	-0.2
to secede	-0.2	1	-0.2
secede or	-0.2	1	-0.2
or be	-0.2	1	-0.2
be absorbed.	-0.2	1	-0.2
You cannot	0.4	1	0.4
cannot put	0.4	1	0.4
price on	0.4	1	0.4
Miller identified	1.4	1	1.4
identified two	1.4	1	1.4
bodies as	1.4	1	1.4
as black	1.4	1	1.4
black females	1.4	1	1.4
females and	1.4	1	1.4
violent death	1.4	1	1.4
death ruled	1.4	1	1.4
ruled a	1.4	1	1.4
a homicide.	1.4	1	1.4
Mr Campbell,	2.2	1	2.2
Campbell, who	2.2	1	2.2
quit No	2.2	1	2.2
10 after	2.2	1	2.2
of MoD	2.2	1	2.2
MoD weapons	2.2	1	2.2
weapons expert	2.2	1	2.2
expert David	2.2	1	2.2
David Kelly,	2.2	1	2.2
Kelly, has	2.2	1	2.2
made several	2.2	1	2.2
several visits	2.2	1	2.2
visits to	1.6	2	0.8
advise Mr	2.2	1	2.2
Brown on	2.2	1	2.2
combat David	2.2	1	2.2
their weekly	2.2	1	2.2
weekly Commons	2.2	1	2.2
Commons clashes.	2.2	1	2.2
Now, the	-0.8	1	-0.8
country he	-0.8	2	-0.4
served is	-0.8	1	-0.8
is kicking	-0.8	1	-0.8
kicking him	-0.8	1	-0.8
him out.	-0.8	1	-0.8
Sgt. Matthew	0.0	1	0.0
Matthew Adams	0.0	1	0.0
Adams of	0.0	1	0.0
the Quad	0.0	1	0.0
Quad Cities	0.0	1	0.0
Cities was	0.0	1	0.0
a respected	0.0	1	0.0
respected mentor	0.0	1	0.0
mentor for	0.0	1	0.0
the men,	0.0	1	0.0
men, a	0.0	1	0.0
a laid-back	0.0	1	0.0
laid-back officer	0.0	1	0.0
who wielded	0.0	1	0.0
wielded a	0.0	1	0.0
strong hand	0.0	1	0.0
when necessary.	0.0	1	0.0
was either	-0.2	1	-0.2
a Cathy	-0.2	1	-0.2
a Patty.	-0.2	1	-0.2
been 800	1.0	1	1.0
800 reported	1.0	1	1.0
reported cases	1.0	1	1.0
flu in	1.0	1	1.0
in Cuba,	1.0	1	1.0
Cuba, including	1.0	1	1.0
seven deaths.	1.0	1	1.0
Also up	1.2	1	1.2
for grabs	1.2	1	1.2
grabs is	1.2	1	1.2
9th District,	1.2	1	1.2
includes Pullman	1.2	1	1.2
Pullman and	1.2	1	1.2
and Cheney.	1.2	1	1.2
if Captain	1.6	1	1.6
Camara stood	1.6	1	1.6
stood for	3.0	2	1.5
January, it	1.6	1	1.6
how such	1.6	1	1.6
vote could	1.6	1	1.6
be credible	1.6	1	1.6
credible or	1.6	1	1.6
or bring	1.6	1	1.6
bring normalization	1.6	1	1.6
normalization of	1.6	1	1.6
of ties	1.6	1	1.6
ties between	1.6	1	1.6
between Guinea,	1.6	1	1.6
Guinea, its	1.6	1	1.6
its neighbors,	1.6	1	1.6
neighbors, and	1.6	1	1.6
international community.	1.6	1	1.6
Guard would	0.0	1	0.0
would confirm	0.0	1	0.0
confirm only	0.0	1	0.0
12 oiled-but-surviving	0.0	1	0.0
oiled-but-surviving birds.	0.0	1	0.0
After finishing	1.4	1	1.4
finishing 2-11	1.4	1	1.4
2-11 last	1.4	1	1.4
last season	1.4	1	1.4
in Wulff's	1.4	1	1.4
Wulff's first	1.4	1	1.4
first year,	1.4	1	1.4
the Cougars	1.4	1	1.4
Cougars have	1.4	1	1.4
four games	1.4	1	1.4
games left	1.4	1	1.4
left against	1.4	1	1.4
against Arizona,	1.4	1	1.4
Arizona, UCLA,	1.4	1	1.4
UCLA, Oregon	1.4	1	1.4
Oregon State	1.4	1	1.4
and Washington.	1.4	1	1.4
a Homeland	1.6	1	1.6
Homeland Security	1.6	1	1.6
Security committee	1.6	1	1.6
meeting recently,	1.6	1	1.6
recently, he	1.6	1	1.6
for rapid	1.6	1	1.6
rapid delivery	1.6	1	1.6
vaccine to	1.6	1	1.6
protect college	1.6	1	1.6
college students	1.6	1	1.6
students traveling	1.6	1	1.6
traveling during	1.6	1	1.6
the holidays.	1.6	1	1.6
From here,	1.2	1	1.2
here, the	1.2	1	1.2
Maoists recruited	1.2	1	1.2
recruited and	1.2	1	1.2
and trained	1.2	1	1.2
trained disgruntled	1.2	1	1.2
disgruntled tribal	1.2	1	1.2
slowly spread	1.2	1	1.2
spread out.	1.2	1	1.2
His campaign	0.8	1	0.8
manager Satar	0.8	1	0.8
Satar Murad	0.8	1	0.8
Murad said	0.8	1	0.8
candidate might	0.8	1	0.8
might still	0.8	1	0.8
still change	0.8	1	0.8
his mind,	0.8	1	0.8
mind, but	0.8	1	0.8
"that ""as"	0.8	1	0.8
"""as of"	0.8	1	0.8
"of now"""	0.8	1	0.8
"now"" he"	0.8	1	0.8
a boycott.	0.8	1	0.8
farmers have	-0.8	1	-0.8
have little	-0.8	1	-0.8
little choice:	-0.8	1	-0.8
choice: qat	-0.8	1	-0.8
qat is	-0.8	1	-0.8
a profit.	-0.8	1	-0.8
U.S. unemployment	1.2	1	1.2
rate remains	1.2	1	1.2
stubbornly high	1.2	1	1.2
high at	1.2	1	1.2
at 9.8	1.2	1	1.2
9.8 percent,	1.2	1	1.2
percent, despite	1.2	1	1.2
a $787	1.2	1	1.2
$787 billion	1.2	1	1.2
billion economic	1.2	1	1.2
stimulus that	1.2	1	1.2
fellow Democrats,	1.2	1	1.2
